SampleNr|Timestamp|Magn|x|y|z
1242|1018961784537927|0.10|-0.03|-0.08|0.05
1243|1018961804612093|0.07|-0.01|-0.07|0.03
1244|1018961824343218|0.07|0.03|-0.06|0.02
1245|1018961844744260|0.07|0.06|-0.05|-0.02
1246|1018961865529760|0.09|0.08|-0.03|-0.04
1247|1018961884455677|0.12|0.08|-0.01|-0.09
1248|1018961904333468|0.11|0.07|-0.02|-0.07
1249|1018961924444635|0.05|0.03|-0.03|-0.03
1250|1018961944464218|0.04|-0.02|-0.03|-0.00
1251|1018961964681385|0.03|0.00|-0.03|0.00
1252|1018961984569593|0.05|0.03|-0.05|-0.00
1253|1018962004412052|0.07|0.03|-0.06|0.00
1254|1018962024484302|0.09|0.03|-0.08|0.02
1255|1018962044696135|0.12|0.05|-0.10|0.05
1256|1018962064671635|0.12|0.07|-0.09|0.04
1257|1018962084931177|0.14|0.10|-0.09|0.02
1258|1018962104242469|0.13|0.10|-0.08|0.02
1259|1018962124736760|0.12|0.09|-0.07|0.03
1260|1018962144703719|0.10|0.07|-0.05|0.04
1261|1018962164889594|0.10|0.08|-0.05|0.04
1262|1018962185793594|0.12|0.09|-0.05|0.05
1263|1018962204824927|0.10|0.08|-0.04|0.05
1264|1018962225314510|0.06|0.03|-0.03|0.04
1265|1018962244589594|0.05|0.01|-0.03|0.03
1266|1018962264918385|0.04|0.02|-0.03|0.00
1267|1018962284468177|0.05|0.03|-0.03|-0.01
1268|1018962305005677|0.04|0.02|-0.04|-0.01
1269|1018962325045510|0.04|0.00|-0.04|0.01
1270|1018962344790677|0.02|0.00|-0.02|-0.01
1271|1018962364656969|0.06|0.03|0.01|-0.06
1272|1018962384728927|0.08|0.02|0.03|-0.08
1273|1018962405241885|0.09|0.02|0.04|-0.08
1274|1018962426217135|0.12|0.04|0.06|-0.09
1275|1018962444999760|0.16|0.01|0.10|-0.12
1276|1018962464596385|0.24|0.00|0.17|-0.16
1277|1018962484680677|0.36|0.07|0.26|-0.24
1278|1018962505261552|0.53|0.12|0.35|-0.38
1279|1018962525442635|0.69|0.14|0.44|-0.52
1280|1018962545592094|0.72|0.11|0.45|-0.55
1281|1018962564817927|0.62|0.05|0.40|-0.47
1282|1018962584697219|0.52|0.00|0.33|-0.40
1283|1018962604976885|0.49|-0.04|0.27|-0.41
1284|1018962625092344|0.42|-0.09|0.22|-0.35
1285|1018962645041760|0.39|-0.20|0.16|-0.29
1286|1018962664722385|0.41|-0.24|0.09|-0.32
1287|1018962684637844|0.33|-0.19|-0.06|-0.26
1288|1018962704699302|0.34|-0.19|-0.24|-0.14
1289|1018962725650261|0.44|-0.20|-0.39|-0.01
1290|1018962745130594|0.57|-0.10|-0.54|0.13
1291|1018962764776719|0.65|0.01|-0.64|0.08
1292|1018962784469386|0.69|0.13|-0.68|-0.04
1293|1018962804839594|0.75|0.25|-0.70|-0.13
1294|1018962825257469|0.81|0.34|-0.72|-0.08
1295|1018962845050136|0.85|0.36|-0.77|0.05
1296|1018962865363552|0.92|0.37|-0.82|0.16
1297|1018962884768844|0.90|0.42|-0.78|0.18
1298|1018962904920719|0.83|0.44|-0.69|0.15
1299|1018962925300011|0.77|0.42|-0.61|0.20
1300|1018962945188136|0.70|0.40|-0.53|0.24
1301|1018962964753844|0.58|0.33|-0.44|0.17
1302|1018962984799969|0.45|0.27|-0.36|0.02
1303|1018963004851511|0.37|0.25|-0.26|-0.08
1304|1018963025185677|0.31|0.24|-0.20|-0.04
1305|1018963045449927|0.31|0.26|-0.16|0.01
1306|1018963064930427|0.29|0.28|-0.07|-0.07
1307|1018963084686636|0.27|0.27|0.00|-0.06
1308|1018963104954511|0.25|0.24|0.05|-0.04
1309|1018963124950261|0.22|0.20|0.07|0.01
1310|1018963145015469|0.22|0.20|0.09|0.02
1311|1018963164963719|0.24|0.19|0.15|-0.05
1312|1018963184769427|0.31|0.16|0.21|-0.17
1313|1018963204594344|0.36|0.16|0.23|-0.23
1314|1018963224923261|0.34|0.13|0.23|-0.21
1315|1018963247119677|0.31|0.04|0.21|-0.22
1316|1018963265368594|0.27|-0.02|0.16|-0.22
1317|1018963285193302|0.21|-0.08|0.14|-0.14
1318|1018963306265636|0.11|-0.06|0.06|-0.06
1319|1018963324696386|0.06|-0.05|-0.02|0.02
1320|1018963344756636|0.15|-0.09|-0.08|0.09
1321|1018963364446511|0.21|-0.05|-0.14|0.14
1322|1018963384640469|0.17|-0.05|-0.15|0.06
1323|1018963404600803|0.21|-0.06|-0.19|0.07
1324|1018963424938303|0.32|-0.11|-0.26|0.16
1325|1018963444980928|0.48|-0.18|-0.36|0.26
1326|1018963466385844|0.55|-0.24|-0.47|0.15
1327|1018963484973053|0.58|-0.25|-0.52|0.02
1328|1018963505030053|0.58|-0.22|-0.52|0.11
1329|1018963524697886|0.71|-0.28|-0.59|0.27
1330|1018963544644636|0.96|-0.36|-0.77|0.45
1331|1018963566158219|1.13|-0.49|-0.91|0.47
1332|1018963586548594|1.20|-0.60|-0.94|0.45
1333|1018963609340928|1.16|-0.52|-0.97|0.37
1334|1018963624625844|1.11|-0.34|-1.03|0.25
1335|1018963644446178|1.06|-0.23|-1.04|0.01
1336|1018963664719553|1.04|-0.13|-1.02|-0.16
1337|1018963684415386|1.03|-0.03|-1.01|-0.23
1338|1018963705302303|1.06|0.06|-1.04|-0.22
1339|1018963725538594|1.03|0.10|-1.03|-0.02
1340|1018963744403511|1.13|0.10|-1.09|0.27
1341|1018963766110886|1.14|0.05|-1.07|0.40
1342|1018963785342011|1.09|-0.02|-0.98|0.48
1343|1018963805464303|1.03|-0.07|-0.90|0.49
1344|1018963824664011|0.92|-0.08|-0.81|0.42
1345|1018963844544261|0.79|-0.02|-0.71|0.33
1346|1018963866122386|0.63|0.02|-0.58|0.24
1347|1018963885413719|0.58|0.17|-0.52|0.19
1348|1018963905722011|0.51|0.28|-0.41|0.14
1349|1018963925086594|0.50|0.17|-0.38|0.29
1350|1018963944865803|0.77|-0.02|-0.58|0.51
1351|1018963964836969|0.94|-0.25|-0.59|0.69
1352|1018963985626719|0.93|-0.52|-0.49|0.60
1353|1018964004943594|0.72|-0.38|-0.38|0.49
1354|1018964024788886|0.50|-0.20|-0.20|0.41
1355|1018964044677219|0.32|-0.03|0.05|0.32
1356|1018964064963511|0.40|0.04|0.33|0.23
1357|1018964085275053|0.45|-0.01|0.43|0.13
1358|1018964106106720|0.51|-0.05|0.50|0.06
1359|1018964125495511|0.71|-0.14|0.69|0.07
1360|1018964144763428|0.78|-0.27|0.73|0.05
1361|1018964165020761|0.90|-0.31|0.84|0.09
1362|1018964185272470|0.95|-0.34|0.87|0.15
1363|1018964204947595|0.72|-0.33|0.62|0.18
1364|1018964224985178|0.50|-0.28|0.37|0.20
1365|1018964245226386|0.43|-0.18|0.31|0.24
1366|1018964266279470|0.39|-0.09|0.26|0.28
1367|1018964284856928|0.28|-0.19|0.12|0.16
1368|1018964304843053|0.26|-0.23|-0.01|0.14
1369|1018964325256261|0.28|-0.19|0.09|0.19
1370|1018964344609095|0.37|-0.20|0.26|0.17
1371|1018964365206553|0.57|-0.31|0.48|0.08
1372|1018964384585761|0.61|-0.51|0.33|-0.06
1373|1018964405237970|0.91|-0.89|-0.20|-0.06
1374|1018964425309720|1.09|-1.05|-0.32|-0.00
1375|1018964445414470|1.18|-1.18|-0.10|-0.03
1376|1018964464497803|1.38|-1.37|0.03|-0.20
1377|1018964484966845|1.55|-1.49|-0.31|-0.25
1378|1018964505783886|1.64|-1.49|-0.62|-0.29
1379|1018964524929386|1.19|-1.12|-0.28|-0.30
1380|1018964545182220|0.90|-0.86|0.01|-0.27
1381|1018964564746595|1.03|-0.97|-0.15|-0.32
1382|1018964584852636|1.10|-0.91|-0.45|-0.41
1383|1018964605306553|1.02|-0.26|-0.89|-0.41
1384|1018964627824595|1.23|0.21|-1.16|-0.33
1385|1018964644978261|1.24|0.50|-1.09|-0.34
1386|1018964664731470|1.13|0.59|-0.87|-0.40
1387|1018964684822803|1.14|0.75|-0.74|-0.45
1388|1018964704826178|1.05|0.82|-0.53|-0.38
1389|1018964725313761|0.93|0.77|-0.41|-0.31
1390|1018964747657345|0.83|0.72|-0.34|-0.24
1391|1018964764861303|0.71|0.69|-0.03|-0.18
1392|1018964784776262|0.69|0.46|0.50|-0.15
1393|1018964804736928|0.99|0.41|0.88|-0.16
1394|1018964825313345|1.09|0.45|0.98|-0.13
1395|1018964845352220|1.03|0.53|0.88|-0.01
1396|1018964865791012|0.97|0.64|0.72|0.08
1397|1018964884938137|0.92|0.68|0.61|0.14
1398|1018964905070803|0.76|0.54|0.51|0.18
1399|1018964925083012|0.62|0.42|0.41|0.20
1400|1018964944969553|0.51|0.36|0.29|0.21
1401|1018964965104720|0.41|0.31|0.16|0.22
1402|1018964984662095|0.33|0.24|0.10|0.20
1403|1018965004888095|0.27|0.17|0.04|0.21
1404|1018965024982970|0.26|0.17|0.07|0.18
1405|1018965048057845|0.25|0.17|0.07|0.16
1406|1018965065799970|0.31|0.23|-0.04|0.20
1407|1018965084944262|0.33|0.21|-0.13|0.22
1408|1018965104915553|0.31|0.18|-0.13|0.21
1409|1018965125115012|0.28|0.16|-0.12|0.20
1410|1018965150070512|0.26|0.12|-0.14|0.18
1411|1018965166186178|0.31|0.13|-0.21|0.18
1412|1018965185004137|0.35|0.17|-0.24|0.20
1413|1018965204963970|0.32|0.17|-0.19|0.19
1414|1018965225162928|0.25|0.16|-0.09|0.16
1415|1018965246606845|0.23|0.19|-0.07|0.12
1416|1018965265141762|0.19|0.15|-0.08|0.09
1417|1018965284933595|0.20|0.16|-0.10|0.07
1418|1018965305109220|0.20|0.17|-0.08|0.07
1419|1018965325210178|0.16|0.14|-0.01|0.06
1420|1018965345248303|0.11|0.09|0.01|0.06
1421|1018965364996637|0.11|0.06|-0.04|0.08
1422|1018965385198387|0.15|0.07|-0.08|0.10
1423|1018965405031095|0.16|0.09|-0.09|0.10
1424|1018965424967678|0.11|0.05|-0.05|0.08
1425|1018965444961512|0.05|-0.02|-0.02|0.04
1426|1018965465522470|0.06|-0.06|-0.00|0.02
1427|1018965485726887|0.07|-0.04|0.05|-0.02
1428|1018965505198345|0.10|-0.02|0.09|-0.04
1429|1018965524660720|0.08|0.01|0.08|-0.01
1430|1018965544651970|0.10|0.03|0.09|-0.02
1431|1018965565569095|0.11|0.04|0.10|-0.03
1432|1018965586264845|0.12|0.03|0.08|-0.09
1433|1018965605072887|0.17|-0.05|0.01|-0.16
1434|1018965624608179|0.17|-0.08|0.05|-0.15
1435|1018965644969554|0.23|-0.00|0.21|-0.09
1436|1018965664619929|0.32|0.13|0.30|-0.04
1437|1018965684840179|0.44|0.28|0.34|0.01
1438|1018965704983845|0.40|0.31|0.24|0.09
1439|1018965724775429|0.33|0.27|0.18|0.07
1440|1018965744635595|0.29|0.25|0.16|-0.00
